"week","description","title","number","detail","date","session","year","duration"
"45","Überweisung","Krankenversicherungsbeitrag auf Direktversicherungen","30","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion DIE LINKE. <br>Gerechte Krankenversicherungsbeiträge für Direktversicherungen und Versorgungsbezüge – Doppelverbeitragung vermeiden<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806364.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6364 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6364</a><br> \r\n                              </div>","6. November 2015","134","2015",30
"42","Entschließungsantrag","Regierungserklärung - 70 Jahre Vereinte Nationen","1","<div class=""bt-top-collapse collapse"">\r\n                Abgabe einer Regierungserklärung durch den Bundesminister des Auswärtigen<br>70 Jahre Vereinte Nationen \r\n                              </div>","14. Oktober 2015","129","2015",100
"42","beendet","Befragung der Bundesregierung","2","<div class=""bt-top-collapse collapse"">\r\n                Befragung der Bundesregierung<br>Thema: Entwurf eines Dritten Gesetzes zur Änderung des Aufstiegsfortbildungsförderungsgesetzes \r\n                              </div>","14. Oktober 2015","129","2015",35
"42","beendet","Fragestunde","3","<div class=""bt-top-collapse collapse"">\r\n                Fragestunde<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806300.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6300 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6300</a><br> \r\n                              </div>","14. Oktober 2015","129","2015",15
"42","beendet","Sitzungsunterbrechung","-","<div class=""bt-top-collapse collapse"">\r\n                 \r\n                              </div>","14. Oktober 2015","129","2015",55
"42","beendet","Aktuelle Stunde zur Lage in der Türkei nach dem Terroranschlag in Ankara","ZP 1","<div class=""bt-top-collapse collapse"">\r\n                Aktuelle Stunde<br>auf Verlangen der Fraktion BÜNDNIS 90/ DIE GRÜNEN<br>Lage in der Türkei nach dem Terroranschlag in Ankara \r\n                              </div>","14. Oktober 2015","129","2015",70
"42","Entschließungsantrag","Regierungserklärung zum Europäischen Rat","4","<div class=""bt-top-collapse collapse"">\r\n                Abgabe einer Regierungserklärung durch die Bundeskanzlerin<br>zum Europäischen Rat am 15./16. Oktober 2015 in Brüssel \r\n                              </div>","15. Oktober 2015","130","2015",120
"42","Beschlussempfehlung Buchstabe a","Bewältigung der Flüchtlingskrise","5","<div class=""bt-top-collapse collapse"">\r\n                a)- Zweite und dritte Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines Asylverfahrensbeschleunigungsgesetzes <br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/061/1806185.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6185 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6185</a><br>Beschlussempfehlung und Bericht des Innenausschusses (4. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806386.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6386 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6386</a><br>- Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806387.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6387 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6387</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Innenausschusses (4. Ausschuss) <br>- zu dem Antrag der Fraktion DIE LINKE. <br>Flüchtlinge willkommen heißen - Für einen grundlegenden Wandel in der Asylpolitik<br>- zu dem Antrag der Fraktion DIE LINKE.<br>Alle Flüchtlinge willkommen heißen - Gegen eine Politik der Ausgrenzung und Diskriminierung<br>- zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Für eine faire finanzielle Verantwortungsteilung bei der Aufnahme und Versorgung von Flüchtlingen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/038/1803839.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3839 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3839</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/061/1806190.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6190 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6190</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/046/1804694.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4694 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4694</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806386.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6386 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6386</a><br>c) Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur schnelleren Entlastung der Länder und Kommunen bei der Aufnahme und Unterbringung von Asylbewerbern (Entlastungsbeschleunigungsgesetz)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/061/1806172.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6172 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6172</a><br>Beschlussempfehlung und Bericht des Haushaltsausschusses (8. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806381.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6381 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6381</a><br>d) Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Verbesserung der Unterbringung, Versorgung und Betreuung ausländischer Kinder und Jugendlicher<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/059/1805921.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5921 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5921</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806289.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6289 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6289</a><br>Beschlussempfehlung und Bericht des Ausschusses für Familie, Senioren, Frauen und Jugend (13. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806392.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6392 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6392</a><br>e) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Familie, Senioren, Frauen und Jugend (13. Ausschuss) <br>- zu dem Antrag der Fraktion DIE LINKE.<br>Unbegleitete minderjährige Flüchtlinge mit einer starken Jugendhilfe aufnehmen<br>- zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Das Kindeswohl bei der Versorgung unbegleiteter minderjähriger Flüchtlinge absichern<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/041/1804185.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4185 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4185</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/059/1805932.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5932 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5932</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806392.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6392 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6392</a><br><br>wird abgesetzt\t\t<br>f) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Besonders gefährdete Flüchtlinge in Erstaufnahmeeinrichtungen und Gemeinschaftsunterkünften besser schützen<br>Drucksache 18/…<br><br><br><br><br><br> \r\n                              </div>","15. Oktober 2015","130","2015",135
"42","Überweisung","Konsequenzen aus dem Abgasskandal bei Dieselfahrzeugen","6","<div class=""bt-top-collapse collapse"">\r\n                a) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Aus dem Pkw-Abgasskandal Konsequenzen ziehen – Wettbewerbsfähigkeit der Automobilindustrie sichern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806334.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6334 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6334</a><br>b) Beratung des Antrags der Fraktion DIE LINKE.<br>Die notwendigen Konsequenzen aus dem Betrugsskandal um Kfz-Abgase ziehen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806325.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6325 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6325</a><br> \r\n                              </div>","15. Oktober 2015","130","2015",80
"42","Überweisung angenommen","Überweisungen im vereinfachten Verfahren","30","<div class=""bt-top-collapse collapse"">\r\n                Überweisungen im vereinfachten Verfahren \r\n                              </div>","15. Oktober 2015","130","2015",5
"42","Gesetzentwurf","Abschließende Beratungen ohne Aussprache","31","<div class=""bt-top-collapse collapse"">\r\n                Abschließende Beratungen ohne Aussprache \r\n                              </div>","15. Oktober 2015","130","2015",5
"42","Beschlussempfehlung","Ergebnis Vermittlungsausschuss","ZP 6","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Beschlussempfehlung des Ausschusses nach Artikel 77 des Grundgesetzes (Vermittlungsausschuss) <br>zu dem Dritten Gesetz zur Änderung des Regionalisierungsgesetzes <br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/037/1803785.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3785 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3785</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/039/1803933.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3933 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3933</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/041/1804164.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4164 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4164</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/041/1804189.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4189 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4189</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/045/1804514.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4514 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4514</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806370.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6370 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6370</a><br> \r\n                              </div>","15. Oktober 2015","130","2015",0
"42","Antrag","Maritime Wirtschaft in Deutschland","25","<div class=""bt-top-collapse collapse"">\r\n                a) Beratung des Antrags der Fraktionen der CDU/CSU und SPD<br>Die maritime Wirtschaft stärken und ihre Bedeutung für Deutschland hervorheben<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806328.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6328 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6328</a><br>b) Beratung der Unterrichtung durch die Bundesregierung<br>Vierter Bericht der Bundesregierung über die Entwicklung und Zukunftsperspektiven der maritimen Wirtschaft in Deutschland<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/057/1805764.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5764 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5764</a><br>c) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Amt des maritimen Koordinators aufwerten<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806347.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6347 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6347</a> \r\n                              </div>","15. Oktober 2015","130","2015",45
"42","Gesetzentwurf","Nagoya-Protokoll - Zugang zu genetischen Ressourcen","7","<div class=""bt-top-collapse collapse"">\r\n                - Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Umsetzung der Verpflichtung nach dem Nagoya-Protokoll und zur Durchführung der Verordnung (EU) Nr. 511/2014 sowie zur Änderung des Patentgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/053/1805321.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5321 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5321</a><br>- Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zu dem Protokoll von Nagoya vom 29. Oktober 2010 über den Zugang zu genetischen Ressourcen und die ausgewogene und gerechte Aufteilung der sich aus ihrer Nutzung ergebenden Vorteile zum Übereinkommen über die biologische Vielfalt<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/052/1805219.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5219 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5219</a><br>Beschlussempfehlung und Bericht des Ausschusses für Umwelt, Naturschutz, Bau und Reaktorsicherheit (16. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806384.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6384 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6384</a> \r\n                              </div>","15. Oktober 2015","130","2015",45
"42","Überweisung","Milchmarkt","9","<div class=""bt-top-collapse collapse"">\r\n                a) Beratung des Antrags der Fraktion DIE LINKE. und BÜNDNIS 90/DIE GRÜNEN <br>Milchmarkt stabilisieren - Milchkrise beenden<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806206.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6206 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6206</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Ernährung und Landwirtschaft (10. Ausschuss) <br>- zu dem Antrag der Fraktionen der CDU/CSU und SPD <br>Auslaufen der Milchquote - Wettbewerbsfähigkeit der Milchviehhalter sichern <br>- zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Landwirtschaft braucht flächendeckende Milchviehhaltung - Bäuerliche Milcherzeuger stärken - Milchpreise stabilisieren<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/044/1804424.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4424 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4424</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/043/1804330.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4330 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4330</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/056/1805601.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5601 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5601</a> \r\n                              </div>","15. Oktober 2015","130","2015",50
"42","Gesetzentwurf","Änderung des Atomgesetzes","8","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Vierzehnten Gesetzes zur Änderung des Atomgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/058/1805865.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5865 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5865</a><br>Beschlussempfehlung und Bericht des Ausschusses für Umwelt, Naturschutz, Bau und Reaktorsicherheit (16. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806234.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6234 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6234</a> \r\n                              </div>","15. Oktober 2015","130","2015",45
"42","Beschlussempfehlung","Gemeinsame europäische Grundwerte","11","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Beschlussempfehlung und des Berichts des Ausschusses für die Angelegenheiten der Europäischen Union (21. Ausschuss) zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Gemeinsame Grundwerte stärken - Europa stärken<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/046/1804686.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4686 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4686</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/061/1806196.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6196 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6196</a> \r\n                              </div>","15. Oktober 2015","130","2015",40
"42","Überweisung","Änderung des SGB XII -Sozialhilfe-","12","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des Zwölften Buches Sozialgesetzbuch und weiterer Vorschriften<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806284.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6284 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6284</a> \r\n                              </div>","15. Oktober 2015","130","2015",45
"42","Beschlussempfehlung","Wohnungsnot in Hochschulstädten","13 + ZP 3","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Umwelt, Naturschutz, Bau und Reaktorsicherheit (16. Ausschuss) zu dem Antrag der Fraktion DIE LINKE. <br>Wohnungsnot, Mietsteigerungen und Mietwucher in Hochschulstädten bekämpfen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/028/1802870.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2870 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2870</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/045/1804512.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4512 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4512</a><br><br>ZP 3) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Bund-Länder-Aktionsplan „Studentisches Wohnen, Integration und soziale Infrastruktur“ auflegen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806336.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6336 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6336</a><br> \r\n                              </div>","15. Oktober 2015","130","2015",30
"42","Reden zu Protokoll","Gesetz zur Umsetzung der EU-Mobilitäts-Richtlinie","10 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Umsetzung der EU-Mobilitäts-Richtlinie<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806283.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6283 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6283</a> \r\n                              </div>","15. Oktober 2015","130","2015",0
"42","Überweisung","Sport und Alltag verbinden","ZP 4","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Sport und Alltag verbinden – Lärmschutzregeln für Sportanlagen den heutigen Anforderungen anpassen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/043/1804329.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4329 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4329</a> \r\n                              </div>","15. Oktober 2015","130","2015",30
"42","Gesetzentwurf","Bereinigung des Rechts der Lebenspartner","14","<div class=""bt-top-collapse collapse"">\r\n                a)- Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Bereinigung des Rechts der Lebenspartner<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/059/1805901.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5901 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5901</a><br>- Zweite und dritte Beratung des von der Fraktion BÜNDNIS 90/DIE GRÜNEN eingebrachten Entwurfs eines Gesetzes zur abschließenden Beendigung der verfassungswidrigen Diskriminierung eingetragener Lebenspartnerschaften<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/030/1803031.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/3031 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/3031</a><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806227.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6227 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6227</a> <br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss) zu dem Antrag der Fraktion DIE LINKE.<br>Ehe für gleichgeschlechtliche Paare -<br>Der Entschließung des Bundesrates folgen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/052/1805205.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5205 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5205</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806379.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6379 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6379</a> \r\n                              </div>","15. Oktober 2015","130","2015",30
"42","Gesetzentwurf","Gesetz zur Bekämpfung der Korruption","16","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Bekämpfung der Korruption<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/043/1804350.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4350 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4350</a><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806389.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6389 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6389</a> \r\n                              </div>","15. Oktober 2015","130","2015",30
"42","Reden zu Protokoll","Änderung des Unterhalts- und Unterhaltsverfahrensrechts","17 *","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des Unterhaltsrechts und des Unterhaltsverfahrensrechts<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/059/1805918.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5918 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5918</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806287.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6287 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6287</a><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806380.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6380 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6380</a> \r\n                              </div>","15. Oktober 2015","130","2015",0
"42","Gesetzentwurf","Änderung des Energieverbrauchskennzeichnungsgesetzes","18","<div class=""bt-top-collapse collapse"">\r\n                - Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Ersten Gesetzes zur Änderung des Energieverbrauchskennzeichnungsgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/059/1805925.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5925 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5925</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806292.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6292 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6292</a><br>Beschlussempfehlung und Bericht des Ausschusses für Wirtschaft und Energie (9. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806383.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6383 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6383</a><br>- Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806388.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6388 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6388</a> \r\n                              </div>","15. Oktober 2015","130","2015",30
"42","Reden zu Protokoll","Änderung des Umwelt-Rechtsbehelfsgesetzes","19 *","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des Umwelt-Rechtsbehelfsgesetzes zur Umsetzung des Urteils des Europäischen Gerichtshofs vom 7. November 2013 in der Rechtssache C-72/12<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/059/1805927.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5927 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5927</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/062/1806288.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6288 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6288</a><br>Beschlussempfehlung und Bericht des Ausschusses für Umwelt, Naturschutz, Bau und Reaktorsicherheit (16. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/063/1806385.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6385 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6385</a> \r\n                              </div>","15. Oktober 2015","130","2015",0
