"week","description","title","number","detail","date","session","year","duration"
"10","Überweisung","Öffentliches Vermögen","8","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Öffentliches Vermögen erhalten, ehrlich bilanzieren, richtig investieren<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/111/1811188.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11188 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11188</a> \r\n                              </div>","","221","2017",30
"10","Überweisung","Einführung eines Anspruchs auf Hinterbliebenengeld","13","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines Gesetzes zur Einführung eines Anspruchs auf Hinterbliebenengeld <br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/113/1811397.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11397 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11397</a><br> \r\n                              </div>","","221","2017",40
"10","Überweisung","Novellierung des Berufsbildungsgesetzes","14","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion DIE LINKE. <br>Berufsbildungsgesetz novellieren – Ausbildung verbessern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/102/1810281.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10281 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10281</a> \r\n                              </div>","","221","2017",30
"10","Überweisung","Bundeswehreinsatz EUTM Somalia","15","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Bundesregierung <br>Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der EU-geführten Ausbildungs- und Beratungsmission EUTM Somalia<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811273.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11273 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11273</a> \r\n                              </div>","","221","2017",30
"10","Überweisung","Globale Investitionen","12","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Globale Investitionen im Sinne einer nachhaltigen Entwicklung gestalten<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811410.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11410 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11410</a> \r\n                              </div>","","221","2017",25
"10","Reden zu Protokoll","Gesetz zu Regelungen der Gesichtsverhüllung","17 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zu bereichsspezifischen Regelungen der Gesichtsverhüllung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/111/1811180.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11180 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11180</a> \r\n                              </div>","","221","2017",5
"10","Reden zu Protokoll","Evaluierung der Staatsleistungen an Kirchen","18 *","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Beschlussempfehlung und des Berichts des Finanzausschusses (7. Ausschuss) <br>zu dem Antrag der Fraktion DIE LINKE. <br>Einrichtung einer Kommission beim Bundesministerium der Finanzen zur Evaluierung der Staatsleistungen seit 1803<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/048/1804842.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/4842 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/4842</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811428.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11428 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11428</a> \r\n                              </div>","","221","2017",0
"10","Änderungsantrag","Umsetzung einer EU-Richtlinie im Städtebaurecht","19","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Umsetzung der Richtlinie 2014/52/EU im Städtebaurecht und zur Stärkung des neuen Zusammenlebens in der Stadt <br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/109/1810942.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10942 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10942</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/111/1811181.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11181 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11181</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/111/1811125.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11125 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11125</a> Nr. 7<br>Beschlussempfehlung und Bericht des Ausschusses für Umwelt, Naturschutz, Bau und Reaktorsicherheit (16. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811439.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11439 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11439</a><br> \r\n                              </div>","","221","2017",35
"10","Überweisung","Zeit- und Kostenrahmen bei Großprojekten des Bundes","16","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Nicht um jeden Preis – Großprojekte im Zeit- und Kostenrahmen realisieren<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808402.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8402 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8402</a><br> \r\n                              </div>","","221","2017",30
"10","Reden zu Protokoll","Wachstumschancen der kollaborativen Wirtschaft","20 + ZP 10 *","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktionen der CDU/CSU und SPD<br>Share Economy – Wachstumschancen der kollaborativen Wirtschaft nutzen und Herausforderungen annehmen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/113/1811399.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11399 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11399</a><br><br>ZP 10)\tBeratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Share Economy – Ökologische Chancen nutzen und Teilen statt Besitz unterstützen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811411.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11411 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11411</a><br><br> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Änderungen im Straßenverkehrsrecht","21 *","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des Güterkraftverkehrsgesetzes, des Fahrpersonalgesetzes, des Gesetzes zur Regelung der Arbeitszeit von selbständigen Kraftfahrern, des Straßenverkehrsgesetzes und des Gesetzes über die Errichtung eines Kraftfahrt-Bundesamtes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/108/1810882.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10882 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10882</a><br>Beschlussempfehlung und Bericht des Ausschusses für Verkehr und digitale Infrastruktur (15. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/104/1810431.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10431 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10431</a><br> \r\n                              </div>","","221","2017",5
"10","Beschlussempfehlung","Neuordnung der Klärschlammverwertung","22","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Umwelt, Naturschutz, Bau und Reaktorsicherheit (16. Ausschuss) <br>zu der Verordnung der Bundesregierung<br>Verordnung zur Neuordnung der Klärschlammverwertung<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/108/1810884.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10884 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10884</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/110/1811025.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11025 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11025</a> Nr. 2, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811443.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11443 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11443</a>  \r\n                              </div>","","221","2017",25
"10","Überweisung","Carsharinggesetz","23","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Bevorrechtigung des Carsharing (Carsharinggesetz – CsgG)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811285.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11285 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11285</a><br> \r\n                              </div>","","221","2017",25
"10","Reden zu Protokoll","Änderungen im Straf- und Strafprozessrecht","24 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des Strafgesetzbuchs, des Jugendgerichtsgesetzes, der Strafprozessordnung und weiterer Gesetze<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811272.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11272 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11272</a><br> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Änderung des Sicherheitsüberprüfungsgesetzes","25 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Ersten Gesetzes zur Änderung des Sicherheitsüberprüfungsgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811281.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11281 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11281</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811407.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11407 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11407</a> \r\n                              </div>","","221","2017",0
"10","Beschlussempfehlung","EU-Regelungen über Dienstleistungen","26","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Beschlussempfehlung und des Berichts Ausschusses für Wirtschaft und Energie (9. Ausschuss)<br>– zu dem Vorschlag für eine Richtlinie des Europäischen Parlaments und des Rates über die Durchsetzung der Richtlinie 2006/123/EG über Dienstleistungen im Binnenmarkt, zur Festlegung eines Notifizierungsverfahrens für dienstleistungs-bezogene Genehmigungsregelungen und Anforderungen sowie zur Änderung der Richtlinie 2006/123/EG und der Verordnung (EU) Nr. 1024/2012 über die Verwaltungszusammenarbeit mit Hilfe des Binnenmarkt-Informationssystems<br>KOM(2016) 821 endg.; Ratsdok. 5278/17<br>– zu dem Vorschlag für eine Richtlinie des Europäischen Parlaments und des Rates über eine Verhältnismäßigkeitsprüfung vor Erlass neuer Berufsreglementierungen<br>KOM(2016) 822 endg.; Ratsdok. 5281/17<br>– zu dem Vorschlag für eine Richtlinie des Europäischen Parlaments und des Rates über den rechtlichen und operativen Rahmen für die durch die Verordnung ... [ESC Regulation] eingeführte Elektronische Europäische Dienstleistungskarte<br>KOM(2016) 823 endg.; Ratsdok. 5283/17<br>– zu dem Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates zur Einführung einer Elektronischen Europäischen Dienstleistungskarte und entsprechender Verwaltungserleichterungen<br>KOM(2016) 824 endg.; Ratsdok. 5284/17<br>hier:\tStellungnahme gemäß Protokoll Nr. 2 zum Vertrag von Lissabon (Grundsätze der Subsidiarität und Verhältnismäßigkeitprüfung)<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811229.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11229 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11229</a> A.8 bis A.11, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811442.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11442 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11442</a> \r\n                              </div>","","221","2017",30
"10","Reden zu Protokoll","EU-Richtlinie zu Netz- und Informationssystemen","27 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Umsetzung der Richtlinie (EU) 2016/1148 des Europäischen Parlaments und des Rates vom 6. Juli 2016 über Maßnahmen zur Gewährleistung eines hohen gemeinsamen Sicherheitsniveaus von Netz- und Informationssystemen in der Union<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811242.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11242 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11242</a><br> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Förderung des elektronischen Identitätsnachweises","28 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Förderung des elektronischen Identitätsnachweises<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811279.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11279 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11279</a><br> \r\n                              </div>","","221","2017",0
"10","Gesetzentwurf","Erhöhung der Sicherheit durch Videotechnologie","30","<div class=""bt-top-collapse collapse"">\r\n                a) Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Verbesserung der Fahndung bei besonderen Gefahrenlagen und zum Schutz von Beamtinnen und Beamten der Bundespolizei durch den Einsatz von mobiler Videotechnik<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/109/1810939.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10939 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10939</a>, 118/11282<br>Beschlussempfehlung und Bericht des Innenausschusses (4. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811438.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11438 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11438</a><br><br>b) Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des Bundesdatenschutzgesetzes – Erhöhung der Sicherheit in öffentlich zugänglichen großflächigen Anlagen und im öffentlichen Personenverkehr durch optisch-elektronische Einrichtungen (Videoüberwachungsverbesserungsgesetz)<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/109/1810941.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10941 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10941</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/111/1811183.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11183 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11183</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/111/1811125.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11125 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11125</a> Nr. 8<br>Beschlussempfehlung und Bericht des Innenausschusses (4. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811435.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11435 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11435</a> \r\n                              </div>","","221","2017",30
"10","Reden zu Protokoll","Staatliche Kommunikationsinfrastruktur","31 + ZP 11 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Zweiten Gesetzes<br>zur Änderung des BDBOS-Gesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/111/1811139.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11139 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11139</a><br><br>ZP 11) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Lückenlose BOS-Digitalfunkabdeckung in Bahnhöfen der Deutschen Bahn AG sicherstellen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811409.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11409 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11409</a><br> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Umsetzung von EU-Richtlinien zur Arbeitsmigration","32 *","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Umsetzung aufenthaltsrechtlicher Richtlinien der Europäischen Union zur Arbeitsmigration<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/111/1811136.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11136 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11136</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/111/1811182.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11182 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11182</a><br>Beschlussempfehlung und Bericht des Innenausschusses (4. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811441.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11441 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11441</a> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Schädliche Steuerpraktiken bei Rechteüberlassungen","33 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes gegen schädliche Steuerpraktiken im Zusammenhang mit Rechteüberlassungen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811233.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11233 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11233</a><br> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Änderung des Kraftfahrzeugsteuergesetzes","34 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Sechsten Gesetzes zur Änderung des Kraftfahrzeugsteuergesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811234.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11234 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11234</a><br> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Recht auf Kenntnis der Abstammung bei Samenspende","35 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Regelung des Rechts auf Kenntnis der Abstammung bei heterologer Verwendung von Samen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811291.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11291 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11291</a><br> \r\n                              </div>","","221","2017",5
"10","Reden zu Protokoll","Änderung raumordnungsrechtlicher Vorschriften","36 *","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung raumordnungsrechtlicher Vorschriften<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/108/1810883.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10883 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10883</a><br>Beschlussempfehlung und Bericht des Ausschusses für Verkehr und digitale Infrastruktur (15. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/104/1810432.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10432 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10432</a> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Änderung des Binnenschifffahrtsaufgabengesetzes","37 *","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Dritten Gesetzes zur Änderung des Binnenschifffahrtsaufgabengesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/108/1810818.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10818 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10818</a><br>Beschlussempfehlung und Bericht des Ausschusses für Verkehr und digitale Infrastruktur (15. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811200.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11200 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11200</a> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Ärztliche Zwangsbehandlung bei Betreuten","38 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung der materiellen Zulässigkeitsvoraussetzungen von ärztlichen Zwangsmaßnahmen und zur Stärkung des Selbstbestimmungsrechts von Betreuten<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811240.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11240 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11240</a><br> \r\n                              </div>","","221","2017",0
"10","Reden zu Protokoll","Reform des Bauvertragsrechts","39 *","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Reform des Bauvertragsrechts und zur Änderung der kaufrechtlichen Mängelhaftung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/084/1808486.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8486 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8486</a><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811437.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11437 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11437</a><br> \r\n                              </div>","","221","2017",0
"10","Gesetzentwurf","Strafbarkeit von Sportwettbetrug","40","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines ... Gesetzes zur Änderung des Strafgesetzbuches – Strafbarkeit von Sportwettbetrug und der Manipulation von berufssportlichen Wettbewerben<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/088/1808831.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/8831 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/8831</a><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache 18/…<br> \r\n                              </div>","","221","2017",35
"10","Gesetzentwurf","CSR-Richtlinie-Umsetzungsgesetz","41","<div class=""bt-top-collapse collapse"">\r\n                a) Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz)<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/099/1809982.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/9982 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/9982</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/103/1810344.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10344 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10344</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/104/1810444.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10444 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10444</a> Nr. 1.6<br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811450.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11450 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11450</a><br><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss) zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Zukunftsfähige Unternehmensverantwortung – Nachhaltigkeitsberichte wirksam und aussagekräftig ausgestalten – Umsetzung der CSR-Richtlinie<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/100/1810030.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10030 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10030</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/114/1811450.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11450 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11450</a><br> \r\n                              </div>","","221","2017",30
